Invoice_Number,Invoice_Date,Customer_ID,Country,Product,Quantity,Amount
INV-105970,2024-01-08 22:54:07,CUST-5289,Ireland,Headphones,4,4170.68
INV-105971,2025-09-02 03:28:29,CUST-7565,Netherlands,Mouse,2,1820.87
INV-105972,2024-11-26 05:36:36,CUST-5186,Germany,Mouse,2,222.95
INV-105973,2025-08-24 10:44:34,CUST-5033,UK,Smartphone,5,1707.42
INV-105974,2025-11-29 23:00:32,CUST-9066,France,Tablet,10,1087.51
INV-105975,2025-11-10 18:25:39,CUST-3703,Ireland,Printer,10,350.42
INV-105976,2024-05-22 08:27:22,CUST-4589,France,Speaker,3,1863.93
INV-105977,2025-08-28 19:56:48,CUST-5606,Germany,Laptop,5,1645.66
INV-105978,2024-06-25 05:30:47,CUST-6883,UK,Tablet,10,4330.8
INV-105979,2024-03-22 12:19:28,CUST-4393,Spain,Smartphone,2,2375.53
INV-105980,2024-02-15 12:13:57,CUST-4029,Spain,Keyboard,2,1921.0
INV-105981,2025-12-05 23:11:24,CUST-5964,France,Webcam,9,4473.22
INV-105982,2025-11-23 22:24:42,CUST-3903,UK,Monitor,9,4607.83
INV-105983,2025-02-13 13:07:51,CUST-2202,Ireland,Tablet,9,5443.56
INV-105984,2024-09-11 08:12:21,CUST-1193,Netherlands,Tablet,9,1192.58
INV-105985,2024-01-15 04:16:23,CUST-2056,Spain,Printer,1,1114.18
INV-105986,2024-03-03 23:04:53,CUST-2118,France,Webcam,4,4285.87
INV-105987,2024-05-30 16:13:52,CUST-3858,UK,Monitor,6,1703.18
INV-105988,2024-12-01 03:46:44,CUST-1136,Ireland,Speaker,7,3746.87
INV-105989,2024-07-11 14:07:19,CUST-5119,France,Mouse,10,7546.28
INV-105990,2025-02-12 17:04:07,CUST-3021,Germany,Monitor,2,1272.82
INV-105991,2024-07-01 11:22:05,CUST-9341,France,Webcam,4,4076.72
INV-105992,2025-05-27 06:46:40,CUST-2845,Spain,Printer,10,10610.83
INV-105993,2025-11-18 14:42:45,CUST-2280,Netherlands,Monitor,1,1164.41
INV-105994,2024-01-05 10:55:02,CUST-2491,UK,Webcam,6,5137.14
INV-105995,2024-12-10 21:09:55,CUST-3467,Germany,Monitor,4,2998.27
INV-105996,2024-08-27 20:04:55,CUST-5416,Spain,Speaker,8,8685.65
INV-105997,2023-12-22 12:14:25,CUST-7592,Germany,Laptop,1,205.25
INV-105998,2025-08-19 11:20:39,CUST-8807,France,Printer,3,897.19
INV-105999,2024-04-04 15:02:42,CUST-2098,UK,Mouse,4,2955.85
INV-106000,2025-11-12 14:32:58,CUST-9209,Ireland,Keyboard,9,868.91
INV-106001,2024-06-09 14:09:20,CUST-5548,UK,Webcam,3,3600.0
INV-106002,2025-04-10 04:08:06,CUST-1808,Ireland,Webcam,8,3771.66
INV-106003,2024-03-15 22:33:42,CUST-2345,Ireland,Headphones,4,577.85
INV-106004,2025-02-09 17:05:49,CUST-8326,France,Printer,8,5785.57
INV-106005,2024-02-07 14:04:49,CUST-2727,Ireland,Smartphone,5,1392.83
INV-106006,2024-10-24 14:19:05,CUST-6203,Ireland,Tablet,4,3182.17
INV-106007,2024-12-15 17:47:24,CUST-3815,Ireland,Tablet,2,1849.84
INV-106008,2024-03-07 12:09:04,CUST-3384,France,Laptop,2,2003.28
INV-106009,2024-10-27 19:23:24,CUST-3482,UK,Monitor,10,8176.67
INV-106010,2024-02-01 01:41:14,CUST-8197,Ireland,Smartphone,7,261.91
INV-106011,2024-02-15 15:35:15,CUST-6426,France,Keyboard,7,5503.14
INV-106012,2025-01-24 07:05:13,CUST-1011,Spain,Mouse,8,209.82
INV-106013,2025-08-28 01:10:06,CUST-5051,Ireland,Tablet,6,6901.48
INV-106014,2025-06-29 08:07:11,CUST-9857,Ireland,Headphones,6,2815.99
INV-106015,2025-01-17 16:38:20,CUST-3663,Ireland,Laptop,7,415.67
INV-106016,2025-06-07 01:46:08,CUST-8203,UK,Monitor,10,6013.47
INV-106017,2024-08-28 18:53:31,CUST-9123,Netherlands,Keyboard,10,11429.0
INV-106018,2025-10-10 21:17:58,CUST-7263,Germany,Monitor,10,9673.17
INV-106019,2025-10-09 11:24:57,CUST-6033,UK,Printer,1,689.29
INV-106020,2024-05-03 15:12:53,CUST-8252,France,Mouse,2,921.22
INV-106021,2025-09-17 01:45:05,CUST-4850,UK,Monitor,7,7869.63
INV-106022,2024-08-06 13:07:00,CUST-7067,Ireland,Mouse,6,549.05
INV-106023,2025-03-13 06:26:07,CUST-6958,Spain,Monitor,2,235.81
INV-106024,2025-09-19 11:12:01,CUST-6908,France,Speaker,5,1980.84
INV-106025,2024-01-20 09:04:54,CUST-2712,Netherlands,Laptop,8,7615.86
INV-106026,2024-03-09 05:59:38,CUST-1233,Spain,Laptop,1,276.72
INV-106027,2025-01-28 23:48:43,CUST-2144,Ireland,Laptop,6,7185.06
INV-106028,2024-11-25 21:16:54,CUST-6824,Germany,Speaker,9,7945.93
INV-106029,2025-07-22 16:58:17,CUST-1674,Netherlands,Tablet,3,2730.14
INV-106030,2024-06-03 19:23:29,CUST-2019,Netherlands,Keyboard,3,749.36
INV-106031,2024-09-10 10:46:39,CUST-1416,Netherlands,Speaker,8,2736.21
INV-106032,2025-07-23 11:30:04,CUST-8416,France,Tablet,5,3274.26
INV-106033,2024-07-09 01:29:12,CUST-8870,Germany,Monitor,10,3445.76
INV-106034,2025-11-12 20:04:58,CUST-5895,UK,Tablet,10,9070.88
INV-106035,2025-01-05 03:05:43,CUST-7444,Netherlands,Speaker,8,754.54
INV-106036,2025-08-17 00:01:35,CUST-6831,Ireland,Tablet,6,2838.94
INV-106037,2024-10-26 03:07:31,CUST-3961,France,Printer,8,2385.43
INV-106038,2025-03-02 11:08:38,CUST-9754,Netherlands,Laptop,2,1586.78
INV-106039,2025-07-04 10:13:38,CUST-2738,Ireland,Mouse,5,4911.05
INV-106040,2025-05-03 07:42:38,CUST-6340,France,Webcam,3,3276.53
INV-106041,2025-10-08 07:39:50,CUST-1963,Germany,Tablet,5,3722.28
INV-106042,2025-07-12 20:34:43,CUST-8353,Germany,Webcam,1,847.92
INV-106043,2025-12-13 05:18:44,CUST-2938,UK,Printer,5,2260.79
INV-106044,2025-10-11 10:41:26,CUST-9505,UK,Laptop,5,4402.93
INV-106045,2024-11-25 04:26:28,CUST-1604,Ireland,Smartphone,3,1794.96
INV-106046,2024-07-16 10:23:33,CUST-7003,Germany,Headphones,8,5936.3
INV-106047,2025-05-10 01:05:13,CUST-3832,Germany,Mouse,7,7267.71
INV-106048,2025-07-30 04:15:05,CUST-1988,UK,Keyboard,8,7276.59
INV-106049,2025-11-10 22:36:57,CUST-4882,Germany,Webcam,10,2783.32
INV-106050,2025-08-06 18:05:01,CUST-7869,Netherlands,Smartphone,4,694.22
INV-106051,2025-12-11 05:13:52,CUST-3890,Ireland,Headphones,8,2675.87
INV-106052,2024-06-17 18:58:05,CUST-2604,France,Tablet,5,5651.04
INV-106053,2025-07-30 15:35:05,CUST-6693,Germany,Printer,9,574.75
INV-106054,2024-02-28 18:44:24,CUST-6055,Spain,Monitor,1,753.21
INV-106055,2025-03-06 12:08:57,CUST-9102,Ireland,Printer,8,5737.28
INV-106056,2024-10-14 02:33:35,CUST-8547,Germany,Laptop,10,11070.48
INV-106057,2025-03-25 19:22:04,CUST-1325,Spain,Smartphone,4,3046.93
INV-106058,2025-03-31 08:26:18,CUST-2996,Germany,Mouse,9,6047.04
INV-106059,2025-07-13 20:15:28,CUST-1925,Netherlands,Webcam,3,2603.38
INV-106060,2024-07-18 06:18:55,CUST-7606,Netherlands,Mouse,5,357.8
INV-106061,2024-01-17 22:46:13,CUST-3018,France,Webcam,4,3856.9
INV-106062,2024-03-13 02:41:16,CUST-4034,France,Speaker,10,3349.0
INV-106063,2024-12-10 07:24:25,CUST-1721,UK,Monitor,4,2541.57
INV-106064,2025-03-07 19:29:01,CUST-3868,France,Webcam,5,1832.25
INV-106065,2024-05-10 08:10:47,CUST-2306,Ireland,Smartphone,8,4008.92
INV-106066,2025-03-18 00:40:40,CUST-6065,UK,Monitor,7,5839.95
INV-106067,2024-09-04 12:29:17,CUST-2165,Ireland,Webcam,4,2371.27
INV-106068,2025-08-23 17:26:17,CUST-4010,Ireland,Monitor,6,6591.59
INV-106069,2024-08-02 08:16:52,CUST-7645,Germany,Laptop,3,2613.45
INV-106070,2024-09-08 22:09:05,CUST-2971,Ireland,Tablet,9,7469.18
INV-106071,2025-12-04 21:57:07,CUST-5323,France,Laptop,1,268.61
INV-106072,2025-06-30 14:39:10,CUST-3230,UK,Smartphone,10,2155.19
INV-106073,2025-08-05 15:33:16,CUST-9441,UK,Speaker,3,2934.99
INV-106074,2025-03-06 07:04:45,CUST-9948,Germany,Keyboard,5,921.58
INV-106075,2025-01-04 17:57:15,CUST-3449,UK,Laptop,1,540.47
INV-106076,2025-05-04 21:34:51,CUST-1221,Spain,Speaker,1,798.39
INV-106077,2024-01-04 12:33:49,CUST-5769,Netherlands,Monitor,3,731.29
INV-106078,2023-12-20 14:31:16,CUST-5774,UK,Speaker,4,3062.82
INV-106079,2025-10-19 21:17:26,CUST-6038,Spain,Mouse,4,2060.6
INV-106080,2024-09-15 01:17:21,CUST-2846,UK,Printer,2,1308.62
INV-106081,2024-01-31 03:28:06,CUST-8990,Spain,Tablet,3,305.22
INV-106082,2024-11-05 13:15:49,CUST-5627,France,Monitor,1,813.11
INV-106083,2024-03-25 11:10:35,CUST-9265,Ireland,Laptop,7,4242.39
INV-106084,2025-06-26 19:19:01,CUST-7277,Germany,Speaker,10,11875.19
INV-106085,2024-08-11 05:46:12,CUST-4155,Germany,Monitor,7,6780.21
INV-106086,2025-01-09 11:56:00,CUST-6563,Germany,Headphones,8,5266.58
INV-106087,2024-03-12 16:41:21,CUST-8704,Netherlands,Headphones,6,3490.27
INV-106088,2024-04-20 07:07:51,CUST-3696,Spain,Keyboard,6,5121.9
INV-106089,2025-03-10 23:55:01,CUST-2659,UK,Speaker,3,120.92
INV-106090,2024-12-29 23:01:54,CUST-8064,Spain,Smartphone,8,9171.2
INV-106091,2024-09-22 06:47:51,CUST-6150,Spain,Webcam,7,8051.47
INV-106092,2025-01-19 16:35:17,CUST-2056,Netherlands,Laptop,4,4183.88
INV-106093,2024-10-19 15:11:58,CUST-9212,UK,Laptop,10,9018.23
INV-106094,2025-02-28 22:24:32,CUST-7387,Ireland,Mouse,3,937.42
INV-106095,2025-09-05 01:53:16,CUST-8189,France,Webcam,3,2065.83
INV-106096,2023-12-29 00:54:44,CUST-2906,Ireland,Tablet,4,2451.82
INV-106097,2024-08-31 10:46:11,CUST-2311,UK,Tablet,2,313.52
INV-106098,2025-02-22 19:21:30,CUST-8014,Netherlands,Printer,1,178.49
INV-106099,2024-11-24 22:56:35,CUST-6341,Germany,Headphones,3,2458.1
INV-106100,2024-05-03 11:15:42,CUST-8007,Spain,Printer,7,7556.17
INV-106101,2024-05-10 02:17:05,CUST-3470,UK,Tablet,9,5966.34
INV-106102,2024-06-16 05:56:03,CUST-2617,UK,Monitor,10,10215.93
INV-106103,2025-01-06 18:23:36,CUST-3369,Ireland,Speaker,4,4307.5
INV-106104,2025-11-17 23:51:44,CUST-8499,Netherlands,Printer,4,3748.63
INV-106105,2024-05-12 17:11:02,CUST-7845,Ireland,Smartphone,7,2785.25
INV-106106,2024-07-17 01:46:29,CUST-3577,Netherlands,Laptop,7,3319.59
INV-106107,2025-01-17 05:12:52,CUST-5615,Ireland,Laptop,5,4661.18
INV-106108,2025-11-13 21:06:02,CUST-5693,Ireland,Webcam,9,446.67
INV-106109,2025-07-22 20:21:36,CUST-9403,Germany,Webcam,7,7641.79
INV-106110,2025-03-07 01:39:30,CUST-9123,Netherlands,Printer,5,1616.23
INV-106111,2025-07-23 16:36:52,CUST-9663,France,Monitor,3,3559.22
INV-106112,2025-09-05 10:00:13,CUST-4662,UK,Tablet,1,718.76
INV-106113,2024-07-01 00:33:20,CUST-7700,Ireland,Keyboard,2,1944.57
INV-106114,2024-05-27 13:49:12,CUST-8663,Germany,Laptop,8,6401.78
INV-106115,2025-07-07 09:54:11,CUST-9346,Germany,Webcam,3,291.03
INV-106116,2025-03-24 02:20:25,CUST-7326,Germany,Keyboard,4,4016.78
INV-106117,2025-05-29 04:30:14,CUST-8575,Spain,Speaker,9,1448.55
INV-106118,2025-01-24 02:24:20,CUST-1808,France,Headphones,4,4733.65
INV-106119,2025-09-02 23:10:31,CUST-8295,Spain,Smartphone,4,4676.47
INV-106120,2025-12-06 12:05:59,CUST-9938,Spain,Tablet,7,3931.4
INV-106121,2024-11-17 07:13:13,CUST-5141,Netherlands,Smartphone,2,1265.18
INV-106122,2025-06-17 15:15:44,CUST-2764,Ireland,Speaker,1,1098.47
INV-106123,2024-01-09 16:16:30,CUST-9016,Germany,Headphones,4,2706.29
INV-106124,2024-03-31 04:01:31,CUST-5630,Ireland,Mouse,2,492.03
INV-106125,2024-07-02 14:39:25,CUST-9793,UK,Tablet,8,7597.72
INV-106126,2025-07-21 09:44:15,CUST-9327,Ireland,Monitor,6,2772.07
INV-106127,2025-10-01 17:02:11,CUST-6720,Ireland,Printer,10,10740.12
INV-106128,2025-05-18 23:22:36,CUST-2125,France,Webcam,8,5192.72
INV-106129,2025-06-24 08:47:17,CUST-8888,France,Keyboard,5,3842.93
INV-106130,2025-09-16 04:08:05,CUST-4614,Spain,Mouse,8,8728.73
INV-106131,2024-05-03 16:36:50,CUST-5866,UK,Mouse,6,826.93
INV-106132,2025-07-14 21:17:35,CUST-7348,Netherlands,Tablet,6,5628.26
INV-106133,2025-10-07 02:07:57,CUST-7224,Ireland,Mouse,10,3247.53
INV-106134,2024-04-17 15:28:37,CUST-4576,Spain,Mouse,10,10661.84
INV-106135,2025-08-16 23:11:38,CUST-1212,Ireland,Smartphone,9,2724.53
INV-106136,2025-09-20 17:14:24,CUST-2602,Netherlands,Monitor,7,2689.03
INV-106137,2025-10-31 20:45:31,CUST-2931,Germany,Laptop,4,2693.42
INV-106138,2024-04-10 03:54:20,CUST-1961,Ireland,Printer,8,5113.76
INV-106139,2024-07-08 04:18:09,CUST-6160,Spain,Keyboard,5,1599.15
INV-106140,2024-12-31 08:06:39,CUST-8867,Netherlands,Webcam,4,2507.69
INV-106141,2025-02-12 21:33:08,CUST-5690,Netherlands,Keyboard,9,866.91
INV-106142,2024-03-02 03:12:43,CUST-2815,Spain,Keyboard,6,4273.3
INV-106143,2024-09-14 12:53:19,CUST-1960,Netherlands,Smartphone,8,4530.09
INV-106144,2025-08-24 05:23:21,CUST-3882,Ireland,Smartphone,1,933.52
INV-106145,2025-01-08 02:30:51,CUST-1667,France,Smartphone,4,1050.78
INV-106146,2024-01-07 18:19:18,CUST-6509,UK,Keyboard,9,4216.13
INV-106147,2024-10-09 13:25:10,CUST-5278,Ireland,Smartphone,10,11721.08
INV-106148,2024-01-28 11:02:43,CUST-6396,Ireland,Smartphone,1,1198.87
INV-106149,2024-08-01 04:42:36,CUST-6134,Spain,Mouse,9,431.1
INV-106150,2025-08-07 23:18:55,CUST-4262,Germany,Laptop,10,8211.87
INV-106151,2025-04-24 20:52:14,CUST-9326,Spain,Headphones,5,2523.63
INV-106152,2025-07-30 01:05:46,CUST-4261,Spain,Printer,4,4735.98
INV-106153,2024-07-06 16:48:48,CUST-9958,Spain,Webcam,1,744.12
INV-106154,2025-06-24 01:30:32,CUST-8139,France,Keyboard,6,3076.86
INV-106155,2024-07-19 01:35:06,CUST-4017,France,Printer,10,2019.27
INV-106156,2025-03-12 13:20:14,CUST-7527,UK,Mouse,5,5773.52
INV-106157,2025-03-12 07:53:52,CUST-3354,France,Headphones,6,2785.79
INV-106158,2025-07-16 23:01:05,CUST-7476,Ireland,Tablet,10,2820.74
INV-106159,2024-12-25 03:08:06,CUST-9788,UK,Laptop,10,425.4
INV-106160,2025-06-22 00:08:36,CUST-6200,Netherlands,Mouse,10,1264.51
INV-106161,2024-05-11 08:58:31,CUST-4434,Spain,Speaker,2,1611.25
INV-106162,2024-04-17 15:06:01,CUST-8744,UK,Webcam,3,3160.2
INV-106163,2024-12-12 19:31:30,CUST-5531,Germany,Printer,8,3917.78
INV-106164,2025-01-17 19:06:32,CUST-9523,Ireland,Headphones,2,1382.22
INV-106165,2023-12-19 07:39:56,CUST-7760,Spain,Printer,5,5788.2
INV-106166,2024-01-12 07:35:08,CUST-2185,Spain,Laptop,3,977.02
INV-106167,2025-11-12 05:13:51,CUST-4585,Netherlands,Mouse,9,1507.71
INV-106168,2025-01-19 21:49:03,CUST-1841,Spain,Laptop,8,4020.05
INV-106169,2024-03-08 06:16:05,CUST-7624,France,Smartphone,10,11262.56
INV-106170,2025-01-18 17:34:56,CUST-2175,UK,Tablet,7,3628.97
INV-106171,2025-01-23 14:03:02,CUST-9271,Spain,Webcam,7,6780.09
INV-106172,2025-10-03 10:13:52,CUST-4472,Germany,Monitor,3,3356.72
INV-106173,2025-08-06 11:05:51,CUST-7226,Ireland,Printer,6,6290.66
INV-106174,2024-10-21 17:34:31,CUST-1678,Ireland,Webcam,5,4618.45
INV-106175,2025-01-16 17:51:03,CUST-1805,Ireland,Smartphone,2,1356.75
INV-106176,2025-06-26 03:47:03,CUST-6949,France,Laptop,4,2407.97
INV-106177,2025-04-30 15:49:58,CUST-1145,Ireland,Tablet,5,164.35
INV-106178,2024-10-24 00:48:24,CUST-8767,Netherlands,Smartphone,4,4244.09
INV-106179,2024-12-17 13:25:06,CUST-5503,Spain,Headphones,3,749.37
INV-106180,2024-12-24 16:38:55,CUST-5452,Netherlands,Mouse,10,3206.33
INV-106181,2024-11-03 10:11:44,CUST-3711,France,Laptop,5,3434.15
INV-106182,2024-05-28 13:38:41,CUST-8060,Netherlands,Headphones,10,7588.38
INV-106183,2024-02-05 10:20:12,CUST-4843,UK,Mouse,8,8107.08
INV-106184,2024-11-29 09:37:22,CUST-1964,UK,Mouse,2,1651.89
INV-106185,2025-12-14 08:49:18,CUST-2602,France,Laptop,7,1261.59
INV-106186,2025-09-02 16:33:48,CUST-6631,Spain,Keyboard,8,2077.27
INV-106187,2025-11-18 20:40:22,CUST-9807,France,Smartphone,4,3150.96
INV-106188,2025-01-31 09:24:57,CUST-9888,Netherlands,Mouse,4,3307.38
INV-106189,2025-05-04 04:33:49,CUST-4039,Spain,Tablet,10,2717.87
INV-106190,2024-08-22 19:00:48,CUST-5646,UK,Monitor,9,9496.23
INV-106191,2024-10-12 07:12:59,CUST-9830,UK,Headphones,6,5044.35
INV-106192,2025-03-16 04:28:34,CUST-7199,Spain,Speaker,6,2886.51
INV-106193,2024-12-09 21:37:55,CUST-5543,UK,Webcam,8,8314.35
INV-106194,2025-11-05 22:49:57,CUST-7881,Netherlands,Webcam,5,644.48
INV-106195,2024-05-16 21:49:11,CUST-1449,Netherlands,Laptop,9,3203.49
INV-106196,2025-04-27 15:07:40,CUST-7287,Spain,Speaker,5,222.09
INV-106197,2025-04-29 10:38:55,CUST-1183,Germany,Laptop,6,2484.85
INV-106198,2024-08-31 15:01:31,CUST-1341,France,Monitor,5,2970.28
INV-106199,2025-04-04 02:48:43,CUST-5502,France,Mouse,3,3597.75
INV-106200,2025-09-04 13:40:41,CUST-4860,UK,Mouse,3,1704.41
INV-106201,2025-02-01 12:50:39,CUST-5969,Germany,Printer,9,7289.64
INV-106202,2024-06-30 01:34:27,CUST-1822,Netherlands,Monitor,3,1885.94
INV-106203,2024-05-26 23:31:02,CUST-9941,Netherlands,Laptop,4,3131.63
INV-106204,2024-02-18 00:02:07,CUST-6187,France,Keyboard,6,5100.44
INV-106205,2025-04-04 11:45:04,CUST-1905,Ireland,Webcam,8,6597.52
INV-106206,2025-03-28 11:33:21,CUST-6669,UK,Smartphone,5,4480.6
INV-106207,2025-03-18 12:27:53,CUST-7708,Germany,Tablet,3,1439.41
INV-106208,2025-05-14 15:29:33,CUST-4608,Netherlands,Laptop,3,123.53
INV-106209,2025-06-26 21:15:43,CUST-6289,UK,Smartphone,3,1129.76
INV-106210,2024-10-23 08:08:10,CUST-4367,Netherlands,Laptop,8,9054.29
INV-106211,2025-07-04 21:41:35,CUST-4503,France,Webcam,8,5827.8
INV-106212,2025-10-05 09:31:25,CUST-1434,Ireland,Smartphone,4,3337.83
INV-106213,2024-05-01 17:18:04,CUST-8258,UK,Tablet,8,4547.65
INV-106214,2025-06-19 20:51:07,CUST-4556,Spain,Smartphone,10,1299.82
INV-106215,2024-08-30 23:15:11,CUST-8367,Netherlands,Headphones,1,293.63
INV-106216,2024-09-01 04:27:30,CUST-5126,Ireland,Tablet,2,996.71
INV-106217,2024-03-18 18:42:41,CUST-6984,UK,Headphones,6,3242.16
INV-106218,2024-12-07 21:18:10,CUST-8978,UK,Smartphone,5,1500.89
INV-106219,2025-08-23 02:35:21,CUST-3539,Germany,Mouse,5,1765.39
INV-106220,2025-09-14 01:13:47,CUST-5054,Netherlands,Laptop,4,2838.65
INV-106221,2025-12-06 11:04:38,CUST-1361,Spain,Laptop,1,435.89
INV-106222,2024-02-15 12:20:34,CUST-4703,Ireland,Speaker,4,1922.78
INV-106223,2024-02-25 23:36:29,CUST-3771,Germany,Keyboard,6,2265.05
INV-106224,2025-05-03 13:40:15,CUST-2218,Germany,Smartphone,7,5441.67
INV-106225,2024-05-31 10:59:16,CUST-6419,Ireland,Laptop,2,1306.1
INV-106226,2024-05-28 06:24:09,CUST-6906,France,Speaker,8,7888.7
INV-106227,2024-08-26 19:46:11,CUST-9502,Netherlands,Webcam,3,936.25
INV-106228,2025-08-02 06:03:10,CUST-3500,France,Keyboard,10,5918.14
INV-106229,2025-08-27 14:42:42,CUST-6628,UK,Printer,4,3100.58
INV-106230,2024-09-03 20:47:22,CUST-3329,Netherlands,Laptop,8,4383.92
INV-106231,2024-05-31 05:32:48,CUST-8794,Germany,Keyboard,10,4970.19
INV-106232,2025-04-03 02:23:20,CUST-5093,France,Webcam,10,7152.2
INV-106233,2024-05-28 17:03:56,CUST-5647,France,Speaker,8,4966.81
INV-106234,2024-01-30 10:30:03,CUST-2066,France,Smartphone,8,8629.85
INV-106235,2025-12-08 08:59:14,CUST-3184,UK,Monitor,9,4756.87
INV-106236,2024-01-20 07:47:05,CUST-8539,France,Speaker,6,828.8
INV-106237,2025-08-06 11:20:55,CUST-3959,Germany,Webcam,10,11984.83
INV-106238,2025-11-08 03:20:11,CUST-9102,UK,Tablet,4,4587.05
INV-106239,2024-01-26 20:28:23,CUST-1207,UK,Webcam,8,1674.01
INV-106240,2024-10-21 21:37:20,CUST-9521,Germany,Speaker,3,945.61
INV-106241,2025-10-11 17:21:29,CUST-9614,Germany,Tablet,3,1566.6
INV-106242,2025-05-24 04:39:05,CUST-8085,Germany,Laptop,1,604.03
INV-106243,2025-01-21 13:29:44,CUST-6039,Germany,Monitor,6,3536.78
INV-106244,2024-05-01 07:34:22,CUST-8814,Spain,Speaker,8,7043.25
INV-106245,2024-04-08 23:05:30,CUST-5846,France,Tablet,5,4311.39
INV-106246,2024-01-04 01:36:43,CUST-6516,Spain,Mouse,10,8686.53
INV-106247,2025-09-07 18:11:14,CUST-6037,UK,Mouse,2,284.89
INV-106248,2025-02-21 18:27:31,CUST-1353,Netherlands,Speaker,2,350.24
INV-106249,2024-02-01 15:38:48,CUST-2340,Spain,Tablet,10,4460.12
INV-106250,2025-08-20 00:00:58,CUST-4481,Germany,Printer,8,2581.61
INV-106251,2024-05-03 08:47:15,CUST-9050,UK,Keyboard,4,4305.98
INV-106252,2025-10-07 00:21:52,CUST-5183,Ireland,Laptop,8,4659.17
INV-106253,2025-08-01 19:23:41,CUST-6414,Ireland,Tablet,5,4182.85
INV-106254,2025-07-11 16:06:10,CUST-7897,Ireland,Keyboard,1,1083.37
INV-106255,2025-11-27 22:36:48,CUST-9039,UK,Smartphone,9,3271.75
INV-106256,2025-06-02 14:49:46,CUST-6824,Netherlands,Webcam,9,3749.54
INV-106257,2025-05-13 22:13:41,CUST-1295,Ireland,Laptop,4,661.64
INV-106258,2024-10-13 08:34:49,CUST-8813,Netherlands,Speaker,9,2722.62
INV-106259,2025-11-10 15:17:30,CUST-4236,Germany,Smartphone,5,163.18
INV-106260,2024-07-19 16:57:01,CUST-8671,Spain,Smartphone,10,7395.56
INV-106261,2025-07-31 00:19:25,CUST-4946,Netherlands,Tablet,3,2195.28
INV-106262,2024-09-01 22:16:06,CUST-8145,Ireland,Mouse,2,186.04
INV-106263,2025-06-23 00:12:39,CUST-9696,Germany,Laptop,9,8350.67
INV-106264,2025-01-13 10:36:08,CUST-5822,Spain,Monitor,1,982.01
INV-106265,2024-10-23 01:46:45,CUST-6906,Germany,Printer,6,5189.43
INV-106266,2024-06-10 10:13:42,CUST-9482,Netherlands,Mouse,4,2516.8
INV-106267,2025-02-27 03:50:55,CUST-4783,Germany,Mouse,10,581.85
INV-106268,2025-01-16 12:56:00,CUST-1888,Spain,Webcam,1,1007.83
INV-106269,2024-08-21 21:28:57,CUST-3901,UK,Laptop,4,4392.24
INV-106270,2024-09-05 02:27:08,CUST-2616,Ireland,Speaker,10,4690.76
INV-106271,2025-05-17 07:58:29,CUST-1399,Ireland,Monitor,9,4648.46
INV-106272,2024-12-21 17:58:27,CUST-9957,Ireland,Keyboard,7,2685.85
INV-106273,2025-03-28 03:00:38,CUST-4871,France,Tablet,7,3869.55
INV-106274,2025-05-07 12:39:13,CUST-7202,Spain,Keyboard,2,2095.84
INV-106275,2025-05-13 22:25:11,CUST-5065,Netherlands,Keyboard,6,4717.41
INV-106276,2025-10-19 07:44:36,CUST-4242,France,Mouse,10,5207.33
INV-106277,2025-12-16 13:25:39,CUST-7907,Germany,Webcam,10,1347.08
INV-106278,2025-12-09 19:46:19,CUST-7729,Germany,Tablet,8,7348.57
INV-106279,2024-08-26 17:11:48,CUST-8877,UK,Laptop,8,7591.05
INV-106280,2025-04-18 09:42:22,CUST-5898,Germany,Laptop,1,669.96
INV-106281,2024-05-06 23:15:06,CUST-6086,Netherlands,Speaker,9,10019.12
INV-106282,2024-01-14 18:09:20,CUST-7933,Germany,Printer,6,5181.12
INV-106283,2025-07-19 00:37:33,CUST-4144,France,Tablet,6,4233.58
INV-106284,2025-12-10 17:46:15,CUST-7756,Germany,Headphones,1,606.26
INV-106285,2025-05-15 16:23:56,CUST-6513,Ireland,Smartphone,5,2314.58
INV-106286,2025-02-09 00:25:09,CUST-4117,Germany,Laptop,4,794.77
INV-106287,2024-04-08 03:26:35,CUST-1226,UK,Smartphone,10,4957.99
INV-106288,2024-03-09 04:18:13,CUST-4541,Netherlands,Speaker,5,1069.89
INV-106289,2024-11-05 06:03:19,CUST-1051,Germany,Mouse,3,3343.21
INV-106290,2024-10-29 16:54:40,CUST-5819,Ireland,Tablet,1,486.52
INV-106291,2025-05-26 10:45:51,CUST-4184,Germany,Speaker,7,2376.13
INV-106292,2024-10-27 09:09:02,CUST-7403,France,Mouse,5,3875.36
INV-106293,2025-10-10 06:17:11,CUST-1791,France,Smartphone,9,1395.72
INV-106294,2024-02-03 22:52:27,CUST-8784,Netherlands,Speaker,10,6910.68
INV-106295,2024-12-22 11:28:01,CUST-9270,UK,Speaker,4,336.4
INV-106296,2024-07-15 16:10:45,CUST-2861,Netherlands,Monitor,9,8860.74
INV-106297,2025-01-07 02:13:01,CUST-2692,Spain,Monitor,5,963.35
INV-106298,2024-10-25 21:41:30,CUST-7498,Spain,Laptop,10,7692.61
INV-106299,2024-11-01 02:33:05,CUST-2466,Netherlands,Headphones,8,5572.07
INV-106300,2024-04-12 15:32:02,CUST-2898,UK,Laptop,10,2078.87
INV-106301,2023-12-31 03:42:13,CUST-4848,UK,Mouse,7,7777.77
INV-106302,2025-08-07 09:10:19,CUST-4727,Germany,Laptop,1,944.5
